features,VIF score
Intercept,15.710133006791795
dst_host_rerror_rate,2.3161488251853775
flag_REJ,2.310769654971398
dst_host_srv_count,2.2806034523595273
dst_host_same_srv_rate,2.1570660505910944
src_bytes,2.0128014069383666
count,1.6908195311623353
dst_host_count,1.5746306441438385
dst_host_same_src_port_rate,1.4291023584553868
last_flag,1.414924998619262
flag_RSTR,1.3023441942877385
protocol_type_udp,1.1232138558609859
